text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
44 men came home because Chuck Kettles believed that we leave no man behind. That's America at our best. https://t.co/UymO2AaRHg,FALSE,14514,NA,7/18/2016 14:15,FALSE,NA,7.55043E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,3757,FALSE,FALSE,NA,NA
"Congrats Carla Hayden, our newest Librarian of Congress! Her confirmation is certainly one for the history books.
https://t.co/5T8rvSRp9e",FALSE,21461,NA,7/14/2016 1:38,FALSE,NA,7.53403E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,7016,FALSE,FALSE,NA,NA
"Incredible! After a 5-year journey, we're up close and personal with our solar system's largest planet. Welcome to Jupiter, @NASAJuno!",FALSE,40900,NA,7/5/2016 17:21,FALSE,NA,7.50379E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,10347,FALSE,FALSE,NA,NA
"Happy Fourth of July, everybody! And to our brave men and women in uniform: On this day and every day, we thank you.",FALSE,51699,NA,7/4/2016 14:00,FALSE,NA,7.49966E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,17741,FALSE,FALSE,NA,NA
Elie Wiesel was a great moral voice of our time and a conscience for our world. He was also a dear friend. We will miss him deeply.,FALSE,54111,NA,7/2/2016 23:06,FALSE,NA,7.49379E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,19321,FALSE,FALSE,NA,NA
"The list goes on. When Members return, I hope they'll share my commitment to work together to do what must be done. https://t.co/l8nChcXpml",FALSE,8790,POTUS44,6/30/2016 20:58,FALSE,7.48621E+17,7.48622E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,3954,FALSE,FALSE,NA,NA
Americans still need and are asking Congress to pass commonsense gun laws that strengthen background checks and keep our communities safe.,FALSE,8696,POTUS44,6/30/2016 20:56,FALSE,7.48621E+17,7.48621E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,2868,FALSE,FALSE,NA,NA
"After more than 100 days, the Supreme Court still needs its 9th judge, but the Senate GOP refuses to do its job and consider Judge Garland.",FALSE,6787,POTUS44,6/30/2016 20:55,FALSE,7.48621E+17,7.48621E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,3187,FALSE,FALSE,NA,NA
Congress is leaving a hefty to-do list undone. Health officials still need emergency funding to effectively protect Americans from Zika.,FALSE,3796,POTUS44,6/30/2016 20:53,FALSE,7.4862E+17,7.48621E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1490,FALSE,FALSE,NA,NA
Proud to sign laws to improve transparency and avert a crisis in Puerto Rico. I'd hoped to use my pen more often before Congress left town.,FALSE,14534,NA,6/30/2016 20:53,FALSE,NA,7.4862E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,3328,FALSE,FALSE,NA,NA
"Until next time, Justin. Good to know that Canada and the world will benefit from your leadership for years to come. https://t.co/T10g64niul",FALSE,30724,NA,6/30/2016 15:38,FALSE,NA,7.48541E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,8483,FALSE,FALSE,NA,NA
"Women’s opportunities are expanded and our nation is stronger when all of our citizens have accessible, affordable health care.",FALSE,16144,POTUS44,6/27/2016 16:28,FALSE,7.47466E+17,7.47467E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,4407,FALSE,FALSE,NA,NA
Every woman has a constitutional right to make her own reproductive choices. I'm pleased to see the Supreme Court reaffirm that fact today.,FALSE,112952,NA,6/27/2016 16:27,FALSE,NA,7.47466E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,45465,FALSE,FALSE,NA,NA
Thank you John Lewis for leading on gun violence where we need it most. https://t.co/vctfqAH5Wt,FALSE,55859,NA,6/22/2016 17:45,FALSE,NA,7.45674E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,24924,FALSE,FALSE,NA,NA
"By giving him its highest rating, the American Bar Association confirms what we all know: Judge Garland should serve on the Supreme Court.",FALSE,21023,NA,6/21/2016 18:47,FALSE,NA,7.45327E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,5666,FALSE,FALSE,NA,NA
"Gun violence requires more than moments of silence. It requires action. In failing that test, the Senate failed the American people.",FALSE,112093,NA,6/21/2016 15:11,FALSE,NA,7.45273E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,60729,FALSE,FALSE,NA,NA
What a game and what a series for the @Cavs. Happy to see @KingJames bring it home for Cleveland!,FALSE,70345,NA,6/20/2016 3:30,FALSE,NA,7.44734E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,34937,FALSE,FALSE,NA,NA
Happy Father's Day to all the dads out there. Glad to be spending this one with my family in Yosemite. https://t.co/SaNJgmoIK1,FALSE,27887,NA,6/19/2016 22:22,FALSE,NA,7.44657E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,5024,FALSE,FALSE,NA,NA
"He shook up the world, and the world's better for it. Rest in peace, Champ. https://t.co/z1yM3sSLH3",FALSE,145072,NA,6/4/2016 14:05,FALSE,NA,7.39096E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,63480,FALSE,FALSE,NA,NA
We cannot accept our level of gun violence as the new normal. We must take action to prevent this from happening again &amp; again. #WearOrange,FALSE,42550,NA,6/2/2016 15:16,FALSE,NA,7.38389E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,18272,FALSE,FALSE,NA,NA
"This Memorial Day, I hope you'll join me in acts of remembrance. The debt we owe our fallen heroes is one we can never truly repay.",FALSE,38845,NA,5/30/2016 13:00,FALSE,NA,7.37267E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,15987,FALSE,FALSE,NA,NA
"Big night of basketball - @Warriors chasing 73 and a farewell for an
all-timer, @KobeBryant. NBA fans feeling like: https://t.co/hvno2ZO5b0",FALSE,54944,NA,4/14/2016 1:01,FALSE,NA,7.20417E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,31494,FALSE,FALSE,NA,NA
Proud to designate the Belmont-Paul national monument for women's equality. Let's keep up their fight with #EqualPay for women today.,FALSE,12936,NA,4/12/2016 14:46,FALSE,NA,7.199E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,4526,FALSE,FALSE,NA,NA
Congrats SpaceX on landing a rocket at sea. It's because of innovators like you &amp; NASA that America continues to lead in space exploration.,FALSE,49631,NA,4/8/2016 23:22,FALSE,NA,7.1858E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,17144,FALSE,FALSE,NA,NA
Nobody should have to choose between losing a paycheck &amp; caring for their family. I applaud @NYGovCuomo for taking a big step on paid leave.,FALSE,22338,NA,4/4/2016 16:29,FALSE,NA,7.17026E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,6563,FALSE,FALSE,NA,NA
"Thank you for your leadership @RepHalRogers. This epidemic doesn't discriminate between red or blue, so it's up to all of us to do our part.",FALSE,4317,RepHalRogers,3/29/2016 17:45,FALSE,7.14845E+17,7.14871E+17,550401754,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1144,FALSE,FALSE,NA,NA
"From my family to yours, Happy Easter, and we wish everyone celebrating a blessed and joyful day. https://t.co/fNvcihSmYB",FALSE,133934,NA,3/27/2016 13:39,FALSE,NA,7.14084E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,34512,FALSE,FALSE,NA,NA
"¿Que bolá Cuba? Just touched down here, looking forward to meeting and hearing directly from the Cuban people.",FALSE,63175,NA,3/20/2016 20:22,FALSE,NA,7.11649E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,33547,FALSE,FALSE,NA,NA
A great example of how tech can make our democracy stronger. Thanks for answering the call to serve. https://t.co/dFU57cuxo8,FALSE,4987,NA,3/17/2016 22:52,FALSE,NA,7.106E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1519,FALSE,FALSE,NA,NA
Proud to nominate Judge Merrick Garland to the Supreme Court. I ask Senators to meet their constitutional duty and give him a fair hearing.,FALSE,34392,NA,3/16/2016 16:30,FALSE,NA,7.10141E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,12009,FALSE,FALSE,NA,NA
"Looking forward to discussing more ways we can modernize government so it's as smart and dynamic as America itself. See you soon, Austin.",FALSE,5707,POTUS44,3/11/2016 17:48,FALSE,7.08347E+17,7.08349E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1950,FALSE,FALSE,NA,NA
Seniors can now apply for Social Security benefits online: https://t.co/jPEHLkNxfk,FALSE,3115,POTUS44,3/11/2016 17:40,FALSE,7.08346E+17,7.08347E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1168,FALSE,FALSE,NA,NA
Nearly 1 in 3 American families struggle to afford diapers. We're working with the private sector to help fix this. https://t.co/fxvdOCFeET,FALSE,4341,POTUS44,3/11/2016 17:37,FALSE,7.08345E+17,7.08346E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1888,FALSE,FALSE,NA,NA
"Immigrants can now apply online to renew their green cards faster, and prep for the citizenship civics test online.",FALSE,4660,POTUS44,3/11/2016 17:33,FALSE,7.08344E+17,7.08345E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,2174,FALSE,FALSE,NA,NA
We've cut the time it takes students to apply for financial aid by two-thirds thanks to a simplified FAFSA form: https://t.co/WDD1UrSXIR,FALSE,3884,POTUS44,3/11/2016 17:29,FALSE,7.08344E+17,7.08344E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1498,FALSE,FALSE,NA,NA
"At #SXSW, I'll make the case that tech and innovation can make government work better for everyone. Here's how it's working better already:",FALSE,8025,NA,3/11/2016 17:28,FALSE,NA,7.08344E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,2508,FALSE,FALSE,NA,NA
"Happy #InternationalWomensDay! When women are free to pursue their dreams, nations are more safe, more secure, and more prosperous.",FALSE,37115,NA,3/8/2016 21:54,FALSE,NA,7.07324E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,19936,FALSE,FALSE,NA,NA
"Welcome back to Earth, @StationCDRKelly! Your year in space is vital to the future of American space travel. Hope gravity isn't a drag!",FALSE,41363,NA,3/2/2016 18:01,FALSE,NA,7.05091E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,11661,FALSE,FALSE,NA,NA
Play ball! https://t.co/S4DhVYa4Ef,FALSE,6438,NA,3/2/2016 0:34,FALSE,NA,7.04827E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2296,FALSE,FALSE,NA,NA
"Isiah, I'm so proud of you. Your kindness and willingness to help others is why I'm so hopeful for our future. https://t.co/RakSNxe7rk",FALSE,13120,NA,2/26/2016 23:23,FALSE,NA,7.0336E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,5290,FALSE,FALSE,NA,NA
We've made big strides in the fight against Malaria - saving millions of lives. That's American leadership at work. https://t.co/jVdeE4Qktw,FALSE,7396,NA,2/22/2016 20:49,FALSE,NA,7.01872E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2581,FALSE,FALSE,NA,NA
Here's how we're looking at the road ahead: https://t.co/a0KcsmpF39,FALSE,4805,POTUS44,2/18/2016 14:07,FALSE,7.0032E+17,7.00321E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2087,FALSE,FALSE,NA,NA
"Next month, I'll travel to Cuba to advance our progress and efforts that can improve the lives of the Cuban people.",FALSE,12999,POTUS44,2/18/2016 14:05,FALSE,7.0032E+17,7.0032E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,6820,FALSE,FALSE,NA,NA
We still have differences with the Cuban government that I will raise directly. America will always stand for human rights around the world.,FALSE,5177,POTUS44,2/18/2016 14:03,FALSE,7.00319E+17,7.0032E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2447,FALSE,FALSE,NA,NA
Our flag flies over our Embassy in Havana once again. More Americans are traveling to Cuba than at any time in the last 50 years.,FALSE,5194,POTUS44,2/18/2016 14:01,FALSE,7.00319E+17,7.00319E+17,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2277,FALSE,FALSE,NA,NA
"14 months ago, I announced that we would begin normalizing relations with Cuba - and we've already made significant progress.",FALSE,12011,NA,2/18/2016 14:00,FALSE,NA,7.00319E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,3167,FALSE,FALSE,NA,NA
Got a view yesterday of the lands we protected in CA. We owe it to our kids to preserve America's natural beauty. https://t.co/8OR9MrupyG,FALSE,26644,NA,2/13/2016 18:30,FALSE,NA,6.98575E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,7175,FALSE,FALSE,NA,NA
Einstein was right! Congrats to @NSF and @LIGO on detecting gravitational waves - a huge breakthrough in how we understand the universe.,FALSE,21213,NA,2/11/2016 23:43,FALSE,NA,6.97929E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,9119,FALSE,FALSE,NA,NA
"Way to ace your AP Calc test, Landon! You should come drop some knowledge at the White House Science Fair: https://t.co/hFaAgxVdEE",FALSE,5923,NA,2/11/2016 16:48,FALSE,NA,6.97824E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1566,FALSE,FALSE,NA,NA
"Just got off the phone with Coach Kubiak. Congrats to Peyton, Von Miller, and that monster @Broncos defense - see you at the White House!",FALSE,16421,NA,2/9/2016 22:30,FALSE,NA,6.97186E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,6168,FALSE,FALSE,NA,NA
Just got great news - nearly 13 million Americans signed up this round for private health insurance thanks to the Affordable Care Act.,FALSE,15215,NA,2/4/2016 23:00,FALSE,NA,6.95381E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,3948,FALSE,FALSE,NA,NA
Cedrick; way to go on your perfect score! How about you come by the next White House Science Fair? https://t.co/r8TGIJICh7,FALSE,7056,NA,1/31/2016 17:01,FALSE,NA,6.93842E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2089,FALSE,FALSE,NA,NA
"If you or someone you care about needs affordable health coverage, head over to https://t.co/A3qPizu4p2. Today's the last day to sign up!",FALSE,5810,NA,1/31/2016 15:30,FALSE,NA,6.93819E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,3344,FALSE,FALSE,NA,NA
We just took an important step on equal pay. Let's keep at it until every woman &amp; girl gets a fair shot at success: https://t.co/OJAsaK6ImG,FALSE,8690,NA,1/29/2016 17:00,FALSE,NA,6.93117E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,4453,FALSE,FALSE,NA,NA
The science couldn't be clearer - we owe it to our kids to do everything we can to combat climate change. https://t.co/497Wkkve58,FALSE,26555,NA,1/25/2016 21:33,FALSE,NA,6.91736E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,16575,FALSE,FALSE,NA,NA
Seven years ago I bet on American workers and the American auto industry. I’d make that bet again any day of the week.,FALSE,5374,POTUS44,1/20/2016 16:14,FALSE,6.89842E+17,6.89843E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1788,FALSE,FALSE,NA,NA
Cars and trucks made in the USA are more fuel efficient than ever before – and still the best in the world.,FALSE,3699,POTUS44,1/20/2016 16:09,FALSE,6.89841E+17,6.89842E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1175,FALSE,FALSE,NA,NA
"American automakers have added more than 640,000 jobs since mid-2009 – the strongest job growth on record. https://t.co/kLruJgpZI1",FALSE,2510,POTUS44,1/20/2016 16:05,FALSE,6.89841E+17,6.89841E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1290,FALSE,FALSE,NA,NA
"In 2009, auto sales hit a 27-year low. Last year, they hit an all-time high. https://t.co/pDc8W8mtb5",FALSE,3184,POTUS44,1/20/2016 16:02,FALSE,6.8984E+17,6.89841E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1631,FALSE,FALSE,NA,NA
Headed to the Detroit Auto Show today to showcase how our auto industry has come roaring back from the financial crisis. Here are the stats:,FALSE,7776,NA,1/20/2016 16:00,FALSE,NA,6.8984E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,2098,FALSE,FALSE,NA,NA
Today we honor a man who challenged us to bend the arc of the moral universe toward justice. Let's keep working to realize Dr. King's dream.,FALSE,50552,NA,1/18/2016 15:03,FALSE,NA,6.89101E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,31591,FALSE,FALSE,NA,NA
"Alright everyone, this was a lot of fun. Thanks for the great conversation. i'll be back soon!",FALSE,6196,NA,1/14/2016 18:13,FALSE,NA,6.87699E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1192,FALSE,FALSE,NA,NA
places to start - @GabbyGiffords's https://t.co/ATm1M4iMgU and @Everytown,FALSE,1965,POTUS44,1/14/2016 18:12,FALSE,6.87698E+17,6.87699E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,695,FALSE,FALSE,NA,NA
great - we need well-meaning folks from all stripes to get info on how we can respect 2A and reduce gun violence https://t.co/dZ0vRltrZg,FALSE,2098,NA,1/14/2016 18:11,FALSE,NA,6.87698E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,712,FALSE,FALSE,NA,NA
"the night aca passed; standing on truman balcony with all staff whod made it happen, knowing we'd helped millions. https://t.co/eUr3rZ3UN7",FALSE,4712,NA,1/14/2016 18:08,FALSE,NA,6.87698E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1469,FALSE,FALSE,NA,NA
despite court cases like citizens united ill work with orgs/states across US to find new ways 2 reduce $ in politics https://t.co/fuTdewJcyh,FALSE,1767,NA,1/14/2016 18:06,FALSE,NA,6.87697E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,628,FALSE,FALSE,NA,NA
"so we all need to speak out against bias and stereotypes, to protect the freedom of others, and our own as well.",FALSE,5177,POTUS44,1/14/2016 18:01,FALSE,6.87696E+17,6.87696E+17,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,3033,FALSE,FALSE,NA,NA
overwhelming majority of americans understand of diversity and religious pluralism is one of our greatest strengths  https://t.co/AM1JLoA1TI,FALSE,3155,NA,1/14/2016 17:59,FALSE,NA,6.87696E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1414,FALSE,FALSE,NA,NA
"health care inflation lowest in decades since ACA passed; problem is more costs passed to workers thru copays, etc. https://t.co/ElBcrjxa6L",FALSE,1586,NA,1/14/2016 17:57,FALSE,NA,6.87695E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,631,FALSE,FALSE,NA,NA
"love em all, but as a bulls fan got to go with mj. in baton rouge, just met lsu freshman ben simmons - will be great https://t.co/Du1gflVYp4",FALSE,6427,NA,1/14/2016 17:55,FALSE,NA,6.87695E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,3719,FALSE,FALSE,NA,NA
"new power plant rule reduces biggest source of CO2; now we need to invest in clean energy tech, energy efficiency. https://t.co/gQg3FEHXxo",FALSE,2196,NA,1/14/2016 17:54,FALSE,NA,6.87694E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,955,FALSE,FALSE,NA,NA
new LA gov edwards just expanded medicaid; gets 1000s coverage &amp; helps the state budget. more states need to follow  https://t.co/08mDX2H4Pt,FALSE,1908,NA,1/14/2016 17:51,FALSE,NA,6.87694E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,834,FALSE,FALSE,NA,NA
"Expanded pell grants, capped loan repayments at 10% income, but now want to also make 2 yrs community college free. https://t.co/RS9XFDpp9c",FALSE,5133,NA,1/14/2016 17:48,FALSE,NA,6.87693E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,2913,FALSE,FALSE,NA,NA
"Before I start, wanted to share this. Liberia is now Ebola-free. Great example of what we can achieve when we lead. https://t.co/qjVcwg8tIi",FALSE,7159,NA,1/14/2016 17:45,FALSE,NA,6.87692E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,3135,FALSE,FALSE,NA,NA
Hey everyone! Ready to answer your questions here at McKinley High School in Baton Rouge. Let's do this. #AskPOTUS https://t.co/jA1MEbwcxg,FALSE,5142,NA,1/14/2016 17:45,FALSE,NA,6.87692E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1647,FALSE,FALSE,NA,NA
Looking forward to hearing your ideas about what we can accomplish this year &amp; beyond. I'll answer your questions on #AskPOTUS at 12:30p ET.,FALSE,3630,NA,1/14/2016 14:59,FALSE,NA,6.8765E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1337,FALSE,FALSE,NA,NA
"I'm treating this last State of the Union just like my first - because I'm still just as hungry. I hope you tune in, because it's for you.",FALSE,42240,NA,1/13/2016 1:20,FALSE,NA,6.87082E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,17542,FALSE,FALSE,NA,NA
